EmployeeID,DepartmentID,RateChangeDate,Rate,PayFrequency,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,ShiftID,StartDate,EndDate,ModifiedDate,DepartmentName,Sub-Department
78,7,00:00.0,25,2,adventure-works\reuben0,3,Production Supervisor - WC40,8/24/1996,M,M,12/13/2017,0,72,56,1,2,12/13/2017,NULL,00:00.0,Production,Manufacturing
79,7,00:00.0,15,1,adventure-works\eric1,4,Production Technician - WC40,12/6/1975,M,M,1/22/2019,0,60,50,1,2,1/22/2019,NULL,00:00.0,Production,Manufacturing
80,7,00:00.0,15,1,adventure-works\sandeep0,4,Production Technician - WC40,12/1/1979,S,M,1/15/2019,0,65,52,1,2,1/15/2019,NULL,00:00.0,Production,Manufacturing
81,7,00:00.0,15,1,adventure-works\mihail0,4,Production Technician - WC40,3/6/1980,S,M,12/27/2018,0,64,52,1,2,12/27/2018,NULL,00:00.0,Production,Manufacturing
82,7,00:00.0,15,1,adventure-works\jack1,4,Production Technician - WC40,8/27/1982,S,M,3/1/2019,0,62,51,1,2,3/1/2019,NULL,00:00.0,Production,Manufacturing
83,7,00:00.0,15,1,adventure-works\patrick1,4,Production Technician - WC40,12/21/1982,M,M,2/10/2019,0,61,50,1,2,2/10/2019,NULL,00:00.0,Production,Manufacturing
84,7,00:00.0,15,1,adventure-works\frank3,4,Production Technician - WC40,2/28/1961,M,M,2/3/2019,0,66,53,1,2,2/3/2019,NULL,00:00.0,Production,Manufacturing
85,7,00:00.0,15,1,adventure-works\brian2,4,Production Technician - WC40,12/21/1979,S,M,12/9/2018,0,63,51,1,2,12/9/2018,NULL,00:00.0,Production,Manufacturing
86,7,00:00.0,15,1,adventure-works\ryan0,4,Production Technician - WC40,6/11/1981,M,M,1/3/2018,0,59,49,1,2,1/3/2018,NULL,00:00.0,Production,Manufacturing
93,7,00:00.0,25,2,adventure-works\kok-ho0,3,Production Supervisor - WC50,4/26/1989,S,M,12/25/2017,0,78,59,1,2,12/25/2017,NULL,00:00.0,Production,Manufacturing
94,7,00:00.0,11,1,adventure-works\russell0,4,Production Technician - WC50,11/23/1981,M,M,12/10/2017,0,6,23,1,2,12/10/2017,NULL,00:00.0,Production,Manufacturing
95,7,00:00.0,11,1,adventure-works\jim0,4,Production Technician - WC50,9/6/1995,M,M,12/17/2017,0,1,20,1,2,12/17/2017,NULL,00:00.0,Production,Manufacturing
96,7,00:00.0,11,1,adventure-works\elizabeth0,4,Production Technician - WC50,1/23/1999,M,F,2/28/2018,0,5,22,1,2,2/28/2018,NULL,00:00.0,Production,Manufacturing
97,7,00:00.0,11,1,adventure-works\mandar0,4,Production Technician - WC50,3/19/1995,S,M,2/8/2018,0,0,20,1,2,2/8/2018,NULL,00:00.0,Production,Manufacturing
98,7,00:00.0,11,1,adventure-works\sameer0,4,Production Technician - WC50,6/24/1987,M,M,2/9/2018,0,4,22,1,2,2/9/2018,NULL,00:00.0,Production,Manufacturing
99,7,00:00.0,11,1,adventure-works\nuan0,4,Production Technician - WC50,3/26/1988,S,M,1/4/2018,0,2,21,1,2,1/4/2018,NULL,00:00.0,Production,Manufacturing
100,7,00:00.0,11,1,adventure-works\lolan0,4,Production Technician - WC50,1/22/1982,M,M,1/10/2018,0,7,23,1,2,1/10/2018,NULL,00:00.0,Production,Manufacturing
101,7,00:00.0,11,1,adventure-works\houman0,4,Production Technician - WC50,8/27/1980,M,M,1/23/2018,0,3,21,1,2,1/23/2018,NULL,00:00.0,Production,Manufacturing
102,7,00:00.0,25,2,adventure-works\zheng0,3,Production Supervisor - WC10,10/23/1992,S,M,12/1/2017,0,66,53,1,2,12/1/2017,NULL,00:00.0,Production,Manufacturing
103,7,00:00.0,13.45,1,adventure-works\ebru0,4,Production Technician - WC10,9/20/1995,S,M,12/4/2018,0,93,66,1,2,12/4/2018,NULL,00:00.0,Production,Manufacturing
104,7,00:00.0,13.45,1,adventure-works\mary1,4,Production Technician - WC10,9/17/1995,M,F,12/23/2018,0,94,67,1,2,12/23/2018,NULL,00:00.0,Production,Manufacturing
105,7,00:00.0,13.45,1,adventure-works\kevin2,4,Production Technician - WC10,9/17/1995,S,M,12/23/2018,0,90,65,1,2,12/23/2018,NULL,00:00.0,Production,Manufacturing
106,7,00:00.0,13.45,1,adventure-works\john4,4,Production Technician - WC10,9/26/1995,S,M,2/25/2019,0,92,66,1,2,2/25/2019,NULL,00:00.0,Production,Manufacturing
107,7,00:00.0,13.45,1,adventure-works\christopher0,4,Production Technician - WC10,9/29/1995,M,M,2/6/2019,0,91,65,1,2,2/6/2019,NULL,00:00.0,Production,Manufacturing
145,7,00:00.0,25,2,adventure-works\cynthia0,3,Production Supervisor - WC30,8/16/1990,S,F,1/25/2018,0,69,54,1,2,1/25/2018,NULL,00:00.0,Production,Manufacturing
146,7,00:00.0,9.5,1,adventure-works\jianshuo0,4,Production Technician - WC30,6/23/1998,S,M,12/5/2017,0,36,38,1,2,12/5/2017,NULL,00:00.0,Production,Manufacturing
147,7,00:00.0,9.5,1,adventure-works\sandra0,4,Production Technician - WC30,11/2/1984,M,F,12/24/2017,0,37,38,1,2,12/24/2017,NULL,00:00.0,Production,Manufacturing
148,7,00:00.0,9.5,1,adventure-works\jason0,4,Production Technician - WC30,12/5/1997,S,M,1/12/2018,0,38,39,1,2,1/12/2018,NULL,00:00.0,Production,Manufacturing
149,7,00:00.0,9.5,1,adventure-works\andy0,4,Production Technician - WC30,10/17/1992,M,M,1/29/2018,0,39,39,1,2,1/29/2018,NULL,00:00.0,Production,Manufacturing
150,7,00:00.0,9.5,1,adventure-works\michael5,4,Production Technician - WC30,9/16/1991,M,M,2/24/2018,0,35,37,1,2,2/24/2018,NULL,00:00.0,Production,Manufacturing
151,7,00:00.0,9.5,1,adventure-works\rostislav0,4,Production Technician - WC30,9/11/1986,M,M,2/17/2018,0,40,40,1,2,2/17/2018,NULL,00:00.0,Production,Manufacturing
152,7,00:00.0,25,2,adventure-works\yuhong0,3,Production Supervisor - WC20,4/4/1986,M,M,1/30/2018,0,41,40,1,2,1/30/2018,NULL,00:00.0,Production,Manufacturing
153,7,00:00.0,14,1,adventure-works\hanying0,4,Production Technician - WC20,10/14/1983,S,M,12/14/2017,0,15,27,1,2,12/14/2017,NULL,00:00.0,Production,Manufacturing
154,7,00:00.0,14,1,adventure-works\raymond0,4,Production Technician - WC20,2/28/1976,M,M,12/21/2017,0,10,25,1,2,12/21/2017,NULL,00:00.0,Production,Manufacturing
155,7,00:00.0,14,1,adventure-works\fadi0,4,Production Technician - WC20,2/13/1998,S,M,1/2/2018,0,16,28,1,2,1/2/2018,NULL,00:00.0,Production,Manufacturing
156,7,00:00.0,14,1,adventure-works\lane0,4,Production Technician - WC20,9/21/1983,M,M,1/9/2018,0,11,25,1,2,1/9/2018,NULL,00:00.0,Production,Manufacturing
157,7,00:00.0,14,1,adventure-works\linda1,4,Production Technician - WC20,10/3/1986,S,F,2/1/2018,0,12,26,1,2,2/1/2018,NULL,00:00.0,Production,Manufacturing
158,7,00:00.0,14,1,adventure-works\shelley0,4,Production Technician - WC20,12/6/1995,S,F,3/5/2018,0,14,27,1,2,3/5/2018,NULL,00:00.0,Production,Manufacturing
159,7,00:00.0,14,1,adventure-works\terrence0,4,Production Technician - WC20,12/6/1993,S,M,2/14/2018,0,13,26,1,2,2/14/2018,NULL,00:00.0,Production,Manufacturing
186,7,00:00.0,25,2,adventure-works\shane0,3,Production Supervisor - WC45,5/22/1999,S,M,2/6/2018,0,75,57,1,2,2/6/2018,NULL,00:00.0,Production,Manufacturing
187,7,00:00.0,10,1,adventure-works\yvonne0,4,Production Technician - WC45,4/13/1998,M,F,12/7/2017,0,79,59,1,2,12/7/2017,NULL,00:00.0,Production,Manufacturing
188,7,00:00.0,10,1,adventure-works\douglas0,4,Production Technician - WC45,11/22/1994,M,M,12/25/2017,0,80,60,1,2,12/25/2017,NULL,00:00.0,Production,Manufacturing
189,7,00:00.0,10,1,adventure-works\janeth0,4,Production Technician - WC45,7/22/1981,S,F,1/13/2018,0,81,60,1,2,1/13/2018,NULL,00:00.0,Production,Manufacturing
190,7,00:00.0,10,1,adventure-works\robert0,4,Production Technician - WC45,2/26/1994,S,M,1/31/2018,0,82,61,1,2,1/31/2018,NULL,00:00.0,Production,Manufacturing
191,7,00:00.0,10,1,adventure-works\lionel0,4,Production Technician - WC45,3/12/1997,S,M,2/24/2018,0,78,59,1,2,2/24/2018,NULL,00:00.0,Production,Manufacturing
225,8,00:00.0,16,2,adventure-works\alan0,3,Scheduling Assistant,3/27/1993,M,M,2/11/2018,0,47,43,1,2,2/11/2018,NULL,00:00.0,Production Control,Manufacturing
265,11,00:00.0,32.4519,2,adventure-works\ashvini0,3,Network Administrator,3/25/1986,S,M,12/2/2017,0,70,55,1,2,12/2/2017,NULL,00:00.0,Information Services,Executive General and Administration
221,12,00:00.0,16.8269,2,adventure-works\chris1,4,Control Specialist,5/23/1996,M,M,3/4/2018,0,75,57,1,2,3/4/2018,NULL,00:00.0,Document Control,Quality Assurance
214,13,00:00.0,10.5769,2,adventure-works\andreas0,4,Quality Assurance Technician,3/26/1998,M,M,1/31/2018,0,84,62,1,2,1/31/2018,NULL,00:00.0,Quality Assurance,Quality Assurance
230,14,00:00.0,9.25,1,adventure-works\stuart1,4,Janitor,12/14/1980,M,M,3/3/2019,0,88,64,1,2,3/3/2019,NULL,00:00.0,Facilities and Maintenance,Executive General and Administration
232,14,00:00.0,9.25,1,adventure-works\pat0,4,Janitor,12/1/1979,S,M,1/25/2019,0,89,64,1,2,1/25/2019,NULL,00:00.0,Facilities and Maintenance,Executive General and Administration
122,15,00:00.0,9,1,adventure-works\susan0,4,Stocker,2/15/1987,S,F,12/5/2017,0,97,68,1,2,12/5/2017,NULL,00:00.0,Shipping and Receiving,Inventory Management
123,15,00:00.0,9.5,2,adventure-works\vamsi0,4,Shipping and Receiving Clerk,3/16/1986,M,M,12/5/2017,0,95,67,1,2,12/5/2017,NULL,00:00.0,Shipping and Receiving,Inventory Management
2,1,00:00.0,63.4615,2,adventure-works\terri0,1,Vice President of Engineering,7/29/1980,S,F,1/28/2017,1,1,20,1,1,1/28/2017,NULL,00:00.0,Engineering,Research and Development
3,1,00:00.0,43.2692,2,adventure-works\roberto0,2,Engineering Manager,11/10/1983,M,M,11/8/2016,1,2,21,1,1,11/8/2016,NULL,00:00.0,Engineering,Research and Development
4,1,00:00.0,8.62,2,adventure-works\rob0,3,Senior Tool Designer,12/21/1983,S,M,12/2/2016,0,48,80,1,1,12/2/2016,5/28/2019,00:00.0,Engineering,Research and Development
5,1,00:00.0,32.6923,2,adventure-works\gail0,3,Design Engineer,9/25/1961,M,F,1/3/2017,1,5,22,1,1,1/3/2017,NULL,00:00.0,Engineering,Research and Development
6,1,00:00.0,32.6923,2,adventure-works\jossef0,3,Design Engineer,3/8/1968,M,M,1/21/2017,1,6,23,1,1,1/21/2017,NULL,00:00.0,Engineering,Research and Development
14,1,00:00.0,36.0577,2,adventure-works\michael8,3,Senior Design Engineer,6/13/1988,S,M,12/28/2019,1,3,21,1,1,12/28/2019,NULL,00:00.0,Engineering,Research and Development
15,1,00:00.0,32.6923,2,adventure-works\sharon0,3,Design Engineer,4/30/1970,M,F,1/16/2020,1,4,22,1,1,1/16/2020,NULL,00:00.0,Engineering,Research and Development
4,2,00:00.0,8.62,2,adventure-works\rob0,3,Senior Tool Designer,12/21/1983,S,M,12/2/2016,0,48,80,1,1,5/29/2019,NULL,00:00.0,Tool Design,Research and Development
4,2,00:00.0,23.72,2,adventure-works\rob0,3,Senior Tool Designer,12/21/1983,S,M,12/2/2016,0,48,80,1,1,5/29/2019,NULL,00:00.0,Tool Design,Research and Development
11,2,00:00.0,28.8462,2,adventure-works\ovidiu0,3,Senior Tool Designer,1/15/1987,S,M,12/3/2019,0,7,23,1,1,12/3/2019,NULL,00:00.0,Tool Design,Research and Development
12,2,00:00.0,25,2,adventure-works\thierry0,4,Tool Designer,7/26/1968,M,M,12/8/2016,0,9,24,1,1,12/8/2016,NULL,00:00.0,Tool Design,Research and Development
13,2,00:00.0,25,2,adventure-works\janice0,4,Tool Designer,5/26/1998,M,F,12/21/2019,0,8,24,1,1,12/21/2019,NULL,00:00.0,Tool Design,Research and Development
273,3,00:00.0,72.1154,2,adventure-works\brian3,1,Vice President of Sales,6/4/1986,S,M,2/13/2020,1,10,25,1,1,2/13/2020,NULL,00:00.0,Sales,Sales and Marketing
274,3,00:00.0,48.101,2,adventure-works\stephen0,2,North American Sales Manager,10/14/1960,M,M,1/2/2020,1,14,27,1,1,1/2/2020,NULL,00:00.0,Sales,Sales and Marketing
275,3,00:00.0,23.0769,2,adventure-works\michael9,3,Sales Representative,12/23/1977,S,M,5/28/2020,1,38,39,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
276,3,00:00.0,23.0769,2,adventure-works\linda3,3,Sales Representative,2/24/1989,M,F,5/28/2020,1,27,33,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
277,3,00:00.0,23.0769,2,adventure-works\jillian0,3,Sales Representative,8/27/1971,S,F,5/28/2020,1,24,32,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
278,3,00:00.0,23.0769,2,adventure-works\garrett1,3,Sales Representative,2/2/1984,M,M,5/28/2020,1,33,36,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
279,3,00:00.0,23.0769,2,adventure-works\tsvi0,3,Sales Representative,1/16/1983,M,M,5/28/2020,1,29,34,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
280,3,00:00.0,23.0769,2,adventure-works\pamela0,3,Sales Representative,12/4/1983,S,F,5/28/2020,1,22,31,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
281,3,00:00.0,23.0769,2,adventure-works\shu0,3,Sales Representative,3/7/1977,M,M,5/28/2020,1,26,33,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
282,3,00:00.0,23.0769,2,adventure-works\josé1,3,Sales Representative,12/8/1972,M,M,5/28/2020,1,31,35,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
283,3,00:00.0,23.0769,2,adventure-works\david8,3,Sales Representative,2/9/1983,S,M,5/28/2020,1,23,31,1,1,5/28/2020,NULL,00:00.0,Sales,Sales and Marketing
284,3,00:00.0,23.0769,2,adventure-works\tete0,3,Sales Representative,1/3/1987,M,M,9/28/2021,1,39,39,1,1,9/28/2021,NULL,00:00.0,Sales,Sales and Marketing
285,3,00:00.0,48.101,2,adventure-works\syed0,2,Pacific Sales Manager,1/9/1984,M,M,3/12/2022,1,20,30,1,1,3/12/2022,NULL,00:00.0,Sales,Sales and Marketing
286,3,00:00.0,23.0769,2,adventure-works\lynn0,3,Sales Representative,2/12/1986,S,F,5/28/2022,1,36,38,1,1,5/28/2022,NULL,00:00.0,Sales,Sales and Marketing
287,3,00:00.0,48.101,2,adventure-works\amy0,2,European Sales Manager,9/18/1966,M,F,4/14/2021,1,21,30,1,1,4/14/2021,NULL,00:00.0,Sales,Sales and Marketing
288,3,00:00.0,23.0769,2,adventure-works\rachel0,3,Sales Representative,7/6/1984,S,F,5/28/2022,1,35,37,1,1,5/28/2022,NULL,00:00.0,Sales,Sales and Marketing
289,3,00:00.0,23.0769,2,adventure-works\jae0,3,Sales Representative,3/15/1977,M,F,5/28/2021,1,37,38,1,1,5/28/2021,NULL,00:00.0,Sales,Sales and Marketing
290,3,00:00.0,23.0769,2,adventure-works\ranjit0,3,Sales Representative,9/27/1984,S,M,5/28/2021,1,34,37,1,1,5/28/2021,NULL,00:00.0,Sales,Sales and Marketing
16,4,00:00.0,24,2,adventure-works\david0,1,Marketing Manager,3/16/1984,S,M,12/17/2016,1,40,40,1,1,7/13/2018,NULL,00:00.0,Marketing,Sales and Marketing
16,4,00:00.0,28.75,2,adventure-works\david0,1,Marketing Manager,3/16/1984,S,M,12/17/2016,1,40,40,1,1,7/13/2018,NULL,00:00.0,Marketing,Sales and Marketing
